date	n	repeat	F1_score_test	coefs[0]	coefs[1]	coefs[2]	intercept	threshold
2019_07_25	13	4	0.7035114341240049	-0.0070820157416164875	0.009414197877049446	-0.0025080800987780094	-0.04124564304947853	0.12348658111004446
2019_07_25	14	0	0.6994984526731405	-0.006009641103446484	0.007708997465670109	-0.0017610319191589952	-0.03319193795323372	0.10156177115696907
2019_07_25	14	1	0.7132153842109414	-0.0064085558988153934	0.00856071338057518	-0.0023413219023495913	-0.036423295736312866	0.11131582380187545
2019_07_25	14	2	0.7012204871289239	-0.005958745256066322	0.007791417650878429	-0.0019154574256390333	-0.035667747259140015	0.10127745296129112
2019_07_25	14	3	0.6047505938242281	-0.008110802620649338	0.01046440564095974	-0.0023277318105101585	-0.05483977124094963	0.1487791885542541
2019_07_25	14	4	0.7104791995787256	-0.007245536427944899	0.00964916218072176	-0.0025557824410498142	-0.04475291445851326	0.12353019810597232
2019_07_25	15	0	0.6993182729581606	-0.007097731344401836	0.009309984743595123	-0.0023487363941967487	-0.04049026221036911	0.12280809450672206
2019_07_25	15	1	0.6948354280485508	-0.006645798217505217	0.008830391801893711	-0.0023378890473395586	-0.03944667801260948	0.11665971352518618
2019_07_25	15	2	0.6942731751972213	-0.006904240231961012	0.009101939387619495	-0.002328250091522932	-0.04101179912686348	0.12003518437671515
2019_07_25	15	3	0.7138503572929803	-0.00635984493419528	0.008464357815682888	-0.002308344468474388	-0.03406675159931183	0.11115185620607253
2019_07_25	15	4	0.7439416792357968	-0.005917318630963564	0.007920305244624615	-0.0022412354592233896	-0.029372476041316986	0.10030172460794176
2019_07_25	16	0	0.6657188257924229	-0.006165923550724983	0.008353938348591328	-0.0023463605903089046	-0.04008512943983078	0.11324789517705068
2019_07_25	16	1	0.7599541608758198	-0.007184355519711971	0.009530010633170605	-0.0026638915296643972	-0.031092461198568344	0.11889791159400331
2019_07_25	16	2	0.6896663778162911	-0.006965453736484051	0.009149673394858837	-0.0023298696614801884	-0.03952590748667717	0.1225366998653931
2019_07_25	16	3	0.7019775890979745	-0.007104941178113222	0.009243621490895748	-0.0022289054468274117	-0.04179486259818077	0.12030011724086961
2019_07_25	16	4	0.6962358374053589	-0.00780087523162365	0.01022648811340332	-0.002578610321506858	-0.0445193387567997	0.13530719086757031
2019_07_25	17	0	0.7104308032191888	-0.007846496999263763	0.01032423134893179	-0.002555395942181349	-0.05105707794427872	0.13006668957905157
2019_07_25	17	1	0.701938718365823	-0.0068497140891849995	0.00909619964659214	-0.002412899397313595	-0.03969764709472656	0.1196991719636412
2019_07_25	17	2	0.6934066526497386	-0.00741072092205286	0.009749704040586948	-0.002476427471265197	-0.043674811720848083	0.12890558899300875
2019_07_25	17	3	0.7165825730046274	-0.00654206657782197	0.008647728711366653	-0.0023036382626742125	-0.03415020555257797	0.11330928206020842
2019_07_25	17	4	0.6956919024967078	-0.006378872785717249	0.00845756009221077	-0.002219046466052532	-0.03789781033992767	0.1114369821238973
2019_07_25	18	0	0.694624639982773	-0.007555882912129164	0.009967588819563389	-0.00256421254016459	-0.044505711644887924	0.1316013616579951
2019_07_25	18	1	0.6831472910427443	-0.010544790886342525	0.013637270778417587	-0.0030881096608936787	-0.06983277946710587	0.17700826986320015
2019_07_25	18	2	0.6817287728117146	-0.008603888563811779	0.011367515660822392	-0.0028868045192211866	-0.05480208247900009	0.15029205213523367
2019_07_25	18	3	0.7141394249704608	-0.006436127703636885	0.008628946729004383	-0.002390823792666197	-0.03684983402490616	0.11201046484813411
2019_07_25	18	4	0.7106951309285939	-0.008821881376206875	0.011517745442688465	-0.0027863457798957825	-0.05448465794324875	0.1464594105486089
2019_07_25	19	0	0.6951196583492251	-0.010462175123393536	0.01357952505350113	-0.0032110551837831736	-0.06384512037038803	0.17677564588491818
2019_07_25	19	1	0.7435013462845065	-0.007958711124956608	0.010775725357234478	-0.003148645395413041	-0.042278435081243515	0.13529507503536814
2019_07_25	19	2	0.6475400522667879	-0.00910724326968193	0.012051649391651154	-0.003078930312767625	-0.05832246318459511	0.16623648731331017
2019_07_25	19	3	0.746145017216428	-0.008809668943285942	0.011509987525641918	-0.002849547192454338	-0.05043425410985947	0.13982801172327922
2019_07_25	19	4	0.7143980292468158	-0.008991166017949581	0.011889412999153137	-0.003109473967924714	-0.05140909552574158	0.15355121099762165
2019_07_25	20	0	0.7167527521260498	-0.010037636384367943	0.013173012994229794	-0.0033182951156049967	-0.058420710265636444	0.16826386990180925
2019_07_25	20	1	0.6651072124756335	-0.009268681518733501	0.012193470261991024	-0.003046412719413638	-0.058275796473026276	0.16503055814811926
2019_07_25	20	2	0.7297713845363473	-0.008250352926552296	0.011028632521629333	-0.003064572811126709	-0.04396505653858185	0.14138853091092077
2019_07_25	20	3	0.7122560991622681	-0.00931145902723074	0.012210658751428127	-0.003070032922551036	-0.053719379007816315	0.1575397429585812
2019_07_25	20	4	0.7022051977761816	-0.008369953371584415	0.010862544178962708	-0.002609441289678216	-0.04750441387295723	0.14228914110461657
2019_07_25	21	0	0.7318095822467658	-0.009683986194431782	0.012796532362699509	-0.0033480890560895205	-0.05455430597066879	0.1609354068637805
2019_07_25	21	1	0.7061007957559681	-0.008959446102380753	0.011872238479554653	-0.003142303554341197	-0.05074640363454819	0.1557651774020344
2019_07_25	21	2	0.6945660640898224	-0.009710390120744705	0.012591594830155373	-0.0029258467257022858	-0.06180798262357712	0.16238688356160233
2019_07_25	21	3	0.713918472273228	-0.008909547701478004	0.01175058912485838	-0.0030771882738918066	-0.04826239496469498	0.15338724340181875
2019_07_25	21	4	0.7176599405599876	-0.008561975322663784	0.011329203844070435	-0.0029307175427675247	-0.051828887313604355	0.143764041744696
2019_07_25	22	0	0.707719177538437	-0.008735411800444126	0.011618760414421558	-0.00308638415299356	-0.05220121145248413	0.1505674853872967
2019_07_25	22	1	0.728297226367519	-0.007992132566869259	0.010757574811577797	-0.0030378426890820265	-0.04484505206346512	0.13714798964015576
2019_07_25	22	2	0.7177177958822458	-0.010315677151083946	0.01346590556204319	-0.003271422814577818	-0.06270525604486465	0.16976219448414623
2019_07_25	22	3	0.7309553683455817	-0.009238031692802906	0.012285207398235798	-0.003325358033180237	-0.05044103041291237	0.1560010322689036
2019_07_25	22	4	0.719108727906916	-0.008192037232220173	0.010724104940891266	-0.0027202593628317118	-0.04389086365699768	0.1388748995900406
2019_07_25	23	0	0.7149254904014877	-0.00849162694066763	0.011264234781265259	-0.002973158610984683	-0.04953313246369362	0.14488516008447158
2019_07_25	23	1	0.7234901412824095	-0.010692490264773369	0.014099360443651676	-0.003633377142250538	-0.06182035803794861	0.17893953351622854
2019_07_25	23	2	0.7437304864538221	-0.0070680370554327965	0.009633506648242474	-0.0028858226723968983	-0.037439897656440735	0.12132673208946815
2019_07_25	23	3	0.7116538583008738	-0.010433093644678593	0.013942749239504337	-0.003772689960896969	-0.06284089386463165	0.17939589652917753
2019_07_25	23	4	0.7316074900235342	-0.009227958507835865	0.012251860462129116	-0.0032591966446489096	-0.052746374160051346	0.1539574952374683
2019_07_25	24	0	0.7540418830130177	-0.010236498899757862	0.013537609949707985	-0.0036206922959536314	-0.05274355411529541	0.16580516368691237
2019_07_25	24	1	0.7489124760744736	-0.01027335599064827	0.013543083332479	-0.0035179839469492435	-0.056915126740932465	0.16530922228876954
2019_07_25	24	2	0.7316699048982515	-0.009214034304022789	0.01214040257036686	-0.0031805778853595257	-0.04863164201378822	0.15453986290532
2019_07_25	24	3	0.7615717130506581	-0.009573382325470448	0.012752274051308632	-0.0034659102093428373	-0.05285262316465378	0.15181299293768138
2019_07_25	24	4	0.7465285596337162	-0.009374689310789108	0.012572775594890118	-0.003517748322337866	-0.051287341862916946	0.15573609940474917
2019_07_25	25	0	0.7201787198669992	-0.010454180650413036	0.013820070773363113	-0.0035672951489686966	-0.06280095130205154	0.17492273128013056
2019_07_25	25	1	0.752562586240883	-0.011755344457924366	0.015325238928198814	-0.0037456911522895098	-0.06806156784296036	0.18284567781821326
2019_07_25	25	2	0.7166949042095659	-0.011158392764627934	0.014587688259780407	-0.0035662443842738867	-0.0680280476808548	0.18422365180067515
2019_07_25	25	3	0.7181141697455378	-0.009906423278152943	0.012964255176484585	-0.0031836573034524918	-0.06021716073155403	0.163550811175159
2019_07_25	25	4	0.7476850118557344	-0.009259252808988094	0.012425623834133148	-0.00346738682128489	-0.05214093253016472	0.15244059304575464
2019_07_25	26	0	0.7090976175416402	-0.011532846838235855	0.015289569273591042	-0.0038794795982539654	-0.07784777879714966	0.19176171873580175
2019_07_25	26	1	0.7492931196983977	-0.011155464686453342	0.014546012505888939	-0.0036151930689811707	-0.060537856072187424	0.1773588212749167
2019_07_25	26	2	0.7075947695152556	-0.01135618332773447	0.014918368309736252	-0.00372212752699852	-0.06978444755077362	0.19133201055369756
2019_07_25	26	3	0.748399950193002	-0.010292289778590202	0.01372744981199503	-0.003717358224093914	-0.059661295264959335	0.16659592366864168
2019_07_25	26	4	0.7506016026197624	-0.010554087348282337	0.014106952585279942	-0.003835357492789626	-0.06232079491019249	0.16993827791215133
2019_07_25	27	0	0.7164763969800673	-0.00984378345310688	0.013141297735273838	-0.003498559119179845	-0.06217896193265915	0.1659602463391003
2019_07_25	27	1	0.7467811158798283	-0.011378367431461811	0.015007860027253628	-0.003880705451592803	-0.06491141766309738	0.18299591413752034
2019_07_25	27	2	0.7289681214518738	-0.010511331260204315	0.01400026585906744	-0.0037608626298606396	-0.06118131801486015	0.1762821276532158
2019_07_25	27	3	0.7311514034009424	-0.009000077843666077	0.01209007203578949	-0.0033803253900259733	-0.05115208029747009	0.1528032602896734
2019_07_25	27	4	0.7479278158058493	-0.011792232282459736	0.01555718295276165	-0.0039842016994953156	-0.07033989578485489	0.187343478592738
2019_07_25	28	0	0.7108585858585857	-0.012351459823548794	0.01630663312971592	-0.004146501887589693	-0.07726901024580002	0.2074565677705132
2019_07_25	28	1	0.7487569610182975	-0.011513142846524715	0.015269051305949688	-0.004011102952063084	-0.06813506782054901	0.1840487799558903
2019_07_25	28	2	0.7651155505217245	-0.011006833054125309	0.01450565829873085	-0.003800411010161042	-0.05815915763378143	0.172199899923226
2019_07_25	28	3	0.7475200638053935	-0.011121843941509724	0.014735665172338486	-0.003888840787112713	-0.06349790841341019	0.17943709035866498
2019_07_25	28	4	0.7680878088527812	-0.01215988676995039	0.01626133918762207	-0.004513986874371767	-0.06555076688528061	0.19144832254283853
2019_07_25	29	0	0.7443550610229808	-0.010839438065886497	0.014330624602735043	-0.003761020954698324	-0.06062514707446098	0.17645740335907406
2019_07_25	29	1	0.7501677810643533	-0.009987025521695614	0.013345803134143353	-0.00370289315469563	-0.05293363332748413	0.16491020754824423
2019_07_25	29	2	0.765615575767811	-0.010565201751887798	0.014119329862296581	-0.003935929387807846	-0.05507395789027214	0.16861361359137902
2019_07_25	29	3	0.7417597590058992	-0.012602508068084717	0.01644486002624035	-0.00396306999027729	-0.07819592207670212	0.19764597457532998
2019_07_25	29	4	0.7318482903250556	-0.009736653417348862	0.012952929362654686	-0.0034958200994879007	-0.05406009778380394	0.163787473764175
2019_07_25	30	0	0.7574522106393887	-0.012260113842785358	0.016061702743172646	-0.0040245275013148785	-0.07006596773862839	0.1903433586459992
2019_07_25	30	1	0.7475583017739685	-0.01261379849165678	0.01668342389166355	-0.0043032970279455185	-0.07671712338924408	0.20033165071348114
2019_07_25	30	2	0.7596329381982816	-0.011400139890611172	0.014996692538261414	-0.003880704753100872	-0.06154608726501465	0.17929654670511963
2019_07_25	30	3	0.7483494855377563	-0.01111761573702097	0.014801649376749992	-0.004009193740785122	-0.06189148128032684	0.18125688835543324
2019_07_25	30	4	0.7476616915422887	-0.012220097705721855	0.016063734889030457	-0.004050782416015863	-0.07298780977725983	0.1928731444098156
2019_07_25	31	0	0.7492364611526334	-0.012923447415232658	0.017052512615919113	-0.00439300574362278	-0.0756266638636589	0.20547764851082287
2019_07_25	31	1	0.7467139787095808	-0.012255469337105751	0.01640966534614563	-0.004460939206182957	-0.07441331446170807	0.19852962260394275
2019_07_25	31	2	0.7596899224806202	-0.013480874709784985	0.017628895118832588	-0.00442264461889863	-0.07443691790103912	0.20906393484266986
2019_07_25	31	3	0.7172341813437703	-0.011861573904752731	0.015734968706965446	-0.00410528015345335	-0.07243858277797699	0.19973312860269318
2019_07_25	31	4	0.748452531881572	-0.011619452387094498	0.015283429063856602	-0.003893165150657296	-0.06706137955188751	0.18491465809727317
2019_07_25	32	0	0.746319309277836	-0.012019313871860504	0.015752242878079414	-0.0039594899863004684	-0.06843922287225723	0.19180695117602323
2019_07_25	32	1	0.7547857793983592	-0.010509604588150978	0.014171465300023556	-0.0040239873342216015	-0.059651024639606476	0.17127425034297902
2019_07_25	32	2	0.7652329316299176	-0.011585908941924572	0.01549189817160368	-0.004368308000266552	-0.05734659731388092	0.1870579488138398
2019_07_25	32	3	0.7603169202352598	-0.012418502941727638	0.016351545229554176	-0.0042055267840623856	-0.07031887769699097	0.19328104409395586
2019_07_25	32	4	0.7592484423676013	-0.013254915364086628	0.017459549009799957	-0.004454782698303461	-0.07841832935810089	0.204624693923789
2019_07_25	33	0	0.7502911659026145	-0.013255615718662739	0.017392393201589584	-0.004381091333925724	-0.07662706077098846	0.20936440748128404
2019_07_25	33	1	0.7492935402310247	-0.013442609459161758	0.017502568662166595	-0.0042964438907802105	-0.07467871159315109	0.21217689599648476
2019_07_25	33	2	0.7599308312428457	-0.01169569045305252	0.015579286031425	-0.0042236242443323135	-0.0651569589972496	0.1859081563378524
2019_07_25	33	3	0.7554738261615791	-0.013588477857410908	0.017800088971853256	-0.004426815081387758	-0.08031540364027023	0.2103780987755336
2019_07_25	33	4	0.7307071276623011	-0.01149785052984953	0.015486732125282288	-0.004364821128547192	-0.06639359891414642	0.19530842668245493
2019_07_25	34	0	0.7605291904357324	-0.01343653816729784	0.01779220625758171	-0.0046432362869381905	-0.07947634160518646	0.20835798568635583
2019_07_25	34	1	0.760568849196719	-0.014286884106695652	0.018780475482344627	-0.004789305385202169	-0.08122114092111588	0.22133969602992448
2019_07_25	34	2	0.7499193768450299	-0.011844865046441555	0.015594945289194584	-0.004005417227745056	-0.06725338846445084	0.18890884411326042
2019_07_25	34	3	0.7515435910101259	-0.014035964384675026	0.018437584862113	-0.004582627676427364	-0.08731958270072937	0.21759671160159588
2019_07_25	34	4	0.7493665855233743	-0.01324507873505354	0.01744890585541725	-0.004509283695369959	-0.0743899941444397	0.2120355446207926
2019_07_25	35	0	0.7692013938612822	-0.013478758744895458	0.017934219911694527	-0.004784801974892616	-0.07923665642738342	0.20598570574116784
2019_07_25	35	1	0.7556688647562082	-0.012544006109237671	0.01651320978999138	-0.00423081498593092	-0.07196471095085144	0.19667670799915513
2019_07_25	35	2	0.7488614021552474	-0.011872696690261364	0.01579558104276657	-0.0042541371658444405	-0.06685449182987213	0.19270029187039775
2019_07_25	35	3	0.7524835664508475	-0.013450165279209614	0.017929377034306526	-0.004900098778307438	-0.07345385104417801	0.2184852059630895
2019_07_25	35	4	0.7494223171913433	-0.013169506564736366	0.01766730658710003	-0.004852553829550743	-0.07907958328723907	0.21286749843200936
2019_07_25	36	0	0.7655571635311144	-0.012640543282032013	0.016891665756702423	-0.004679169971495867	-0.0676797479391098	0.20075005078552996
2019_07_25	36	1	0.7488883920808804	-0.015332297421991825	0.020193953067064285	-0.005131412297487259	-0.09187966585159302	0.24203636445877164
2019_07_25	36	2	0.7638741434224496	-0.013797212392091751	0.01805279217660427	-0.004576948005706072	-0.0733988881111145	0.21386099667258862
2019_07_25	36	3	0.7564936653133101	-0.013998884707689285	0.018383972346782684	-0.004634174983948469	-0.08229804784059525	0.2169263022197416
2019_07_25	36	4	0.7680226015754065	-0.01472820807248354	0.01948642171919346	-0.005137448664754629	-0.08183110505342484	0.2271972970386079
2019_07_25	37	0	0.7514413678766735	-0.014361276291310787	0.019015373662114143	-0.005008702166378498	-0.08158116787672043	0.22985227973518021
2019_07_25	37	1	0.7498759551453805	-0.013958404771983624	0.0183549914509058	-0.004701354540884495	-0.07847121357917786	0.2227160545680928
2019_07_25	37	2	0.7300317850917667	-0.014299814589321613	0.01899983175098896	-0.0049900789745152	-0.08778074383735657	0.23571472707674448
2019_07_25	37	3	0.7477295912020103	-0.0152476467192173	0.020010871812701225	-0.005027521401643753	-0.08953134715557098	0.24122621914551884
2019_07_25	37	4	0.7171885583285572	-0.014348807744681835	0.018853869289159775	-0.004701572470366955	-0.08885365724563599	0.23736086481194812
2019_07_25	38	0	0.7486583184257601	-0.014514408074319363	0.019179493188858032	-0.0049455598928034306	-0.08677677065134048	0.23028602652801844
2019_07_25	38	1	0.7706531039072154	-0.014228930696845055	0.01887516863644123	-0.00501216622069478	-0.08089521527290344	0.21676152690179187
2019_07_25	38	2	0.782008842797287	-0.01289286557585001	0.017092417925596237	-0.004683579318225384	-0.06156023219227791	0.19666378444480612
2019_07_25	38	3	0.7660126947489901	-0.014805431477725506	0.019644364714622498	-0.005255871918052435	-0.08173159509897232	0.2306349624954414
2019_07_25	38	4	0.7646392324196619	-0.012995005585253239	0.0173310749232769	-0.004668067675083876	-0.0763348713517189	0.20195194133998678
2019_07_25	39	0	0.7579507456493618	-0.014394945465028286	0.01901637390255928	-0.004909232724457979	-0.08542706817388535	0.22375720841533395
2019_07_25	39	1	0.7675885725251266	-0.013507542200386524	0.01803886704146862	-0.004977176897227764	-0.07278042286634445	0.2126744528389212
2019_07_25	39	2	0.7508738874978308	-0.013736176304519176	0.018330911174416542	-0.004999336786568165	-0.07736892998218536	0.22290425382830006
2019_07_25	39	3	0.7479715267061576	-0.013103361241519451	0.017355548217892647	-0.00454802205786109	-0.07664485275745392	0.20987004154518862
2019_07_25	39	4	0.7479719305230678	-0.015079816803336143	0.01987496018409729	-0.005069331265985966	-0.09018589556217194	0.23891451836134178
2019_07_25	40	0	0.7551080550098233	-0.014478057622909546	0.0191396065056324	-0.00494011165574193	-0.08700447529554367	0.22640976794546583
2019_07_25	40	1	0.7598629038138993	-0.015812112018465996	0.02080361731350422	-0.005309103522449732	-0.0911533534526825	0.24496516496311332
2019_07_25	40	2	0.7616851914769694	-0.013915274292230606	0.018509691581130028	-0.004983396269381046	-0.07824350893497467	0.21924123389250588
2019_07_25	40	3	0.7503470156652786	-0.015326045453548431	0.020216114819049835	-0.0052029527723789215	-0.08926506340503693	0.24341272299693995
2019_07_25	40	4	0.7649720777970344	-0.014667867682874203	0.01943017542362213	-0.005076560657471418	-0.08698499202728271	0.22503340940729752
2019_07_25	41	0	0.7596906765235155	-0.015090340748429298	0.019842229783535004	-0.005041450262069702	-0.0876644104719162	0.23328711816449987
